reference_number,easting,northing,number_of_vehicles,accident_date,time_24hr,1st_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,sex_of_casualty,age_of_casualty,type_of_vehicle
120170118,429924,434247,1,2012-04-18,830,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,20,Motorcycle over 50cc and up to 125cc
120170180,429232,433490,1,2012-04-18,805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,21,Car
120171165,431691,431445,2,2012-04-18,1645,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car
120171216,435771,436827,2,2012-04-18,1915,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver,Slight,Male,24,Car
120171520,428004,435412,2,2012-04-19,40,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,24,Car
120171520,428004,435412,2,2012-04-19,40,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,21,Car
120171520,428004,435412,2,2012-04-19,40,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Car
120171520,428004,435412,2,2012-04-19,40,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,22,Car
120171588,432026,430965,1,2012-04-19,625,A,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Serious,Male,51,Motorcycle over 50cc and up to 125cc
120171813,431210,439309,2,2012-04-19,920,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,29,Car
120171930,426850,438026,2,2012-04-19,640,A,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,30,Pedal cycle
120171951,428870,433375,4,2012-04-19,930,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,75,Car
120172219,432134,434664,2,2012-04-19,1300,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,0,Car
120275840,440572,432086,2,2012-04-19,1330,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,63,Car
120173652,429904,433480,1,2012-04-20,1015,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,63,Bus or coach (17 or more passenger seats)
120174191,427328,434737,1,2012-04-20,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,10,Car
120174306,429949,430851,1,2012-04-20,1530,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,Car
120174388,423003,437642,2,2012-04-20,1700,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,51,Car
120174467,433826,429781,2,2012-04-20,1650,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Goods vehicle 3.5 tonnes mgw and under
120174467,433826,429781,2,2012-04-20,1650,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,Goods vehicle 3.5 tonnes mgw and under
120174673,430296,433098,2,2012-04-20,910,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
120175868,425195,433641,2,2012-04-20,1700,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,5,Car
120174946,432101,436040,2,2012-04-21,19,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Fatal,Male,21,Car
120174946,432101,436040,2,2012-04-21,19,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20,Car
120175585,430490,437156,2,2012-04-21,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Car
120175585,430490,437156,2,2012-04-21,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
120175775,421840,436346,4,2012-04-21,1605,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,63,Car
120175775,421840,436346,4,2012-04-21,1605,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,58,Car
120175903,423092,443238,2,2012-04-21,1840,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,52,Car
120176348,436903,443154,1,2012-04-21,2310,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,25,Car
120191994,429972,433271,1,2012-04-21,300,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,19,Taxi/Private hire car
120176462,427653,436657,2,2012-04-22,725,A,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,32,Pedal cycle
120177462,429968,435598,2,2012-04-22,400,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,21,Car
120177462,429968,435598,2,2012-04-22,400,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,13,Car
120187293,430454,437066,1,2012-04-22,135,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,21,Car
120177498,431871,435944,2,2012-04-23,120,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 125cc and up to 500cc
120177885,432650,437004,2,2012-04-23,800,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Serious,Male,40,Motorcycle over 50cc and up to 125cc
120178011,425581,432446,2,2012-04-23,845,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,16,M/cycle 50cc and under
120178178,430514,433283,3,2012-04-23,920,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Car
120178178,430514,433283,3,2012-04-23,920,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Goods vehicle 3.5 tonnes mgw and under
120178178,430514,433283,3,2012-04-23,920,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Car
120178195,429350,433710,1,2012-04-23,1030,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
120178195,429350,433710,1,2012-04-23,1030,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
120178314,436542,434890,2,2012-04-23,1140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,88,Car
120178314,436542,434890,2,2012-04-23,1140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,83,Car
120178552,430016,434095,2,2012-04-23,1330,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,25,Bus or coach (17 or more passenger seats)
120178552,430016,434095,2,2012-04-23,1330,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,36,Bus or coach (17 or more passenger seats)
120178552,430016,434095,2,2012-04-23,1330,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,23,Bus or coach (17 or more passenger seats)
120178750,433455,427642,2,2012-04-23,1705,A,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Passenger,Slight,Male,6,Car
120178854,434195,436973,2,2012-04-23,1805,A,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Passenger,Slight,Female,13,Car
120179048,430090,431275,1,2012-04-23,1750,A,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Pedestrian,Slight,Male,45,Car
120179211,429185,433642,2,2012-04-23,2055,A(M),Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,25,Car
120179506,426584,433502,2,2012-04-23,1245,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,87,Bus or coach (17 or more passenger seats)
120183605,427854,436271,2,2012-04-23,815,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,16,Bus or coach (17 or more passenger seats)
120179911,436332,434205,2,2012-04-24,1010,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,30,Pedal cycle
120181540,427585,434526,2,2012-04-24,1400,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,72,Bus or coach (17 or more passenger seats)
120181637,419815,441216,1,2012-04-24,1535,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Goods vehicle 3.5 tonnes mgw and under
120182751,420536,445578,2,2012-04-24,930,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,73,Pedal cycle
120183021,423729,437369,1,2012-04-24,1240,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,35,Bus or coach (17 or more passenger seats)
120181318,431096,434597,2,2012-04-25,930,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,18,Car
120181318,431096,434597,2,2012-04-25,930,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,38,Motorcycle over 500cc
120181640,428530,429633,3,2012-04-25,1200,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Car
120181726,430008,431012,1,2012-04-25,1333,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,29,Car
120181944,432497,434065,2,2012-04-25,1524,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,30,Car
120181944,432497,434065,2,2012-04-25,1524,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,37,Car
120181944,432497,434065,2,2012-04-25,1524,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,12,Car
120181966,431597,434408,2,2012-04-25,1450,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,53,Car
120182096,424166,434709,2,2012-04-25,625,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,44,Car
120182422,428505,432643,3,2012-04-25,2110,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,47,Car
120183333,421916,432964,2,2012-04-25,1525,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,36,Car
120183333,421916,432964,2,2012-04-25,1525,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,68,Car
120195876,431097,440734,2,2012-04-25,1715,Unclassified,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,38,Car
120182943,423302,434732,2,2012-04-26,900,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Car
120182943,423302,434732,2,2012-04-26,900,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
120182943,423302,434732,2,2012-04-26,900,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
120183065,421721,432930,2,2012-04-26,1135,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,54,Car
120183864,430339,433387,1,2012-04-26,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,90,Car
120183968,431003,430598,2,2012-04-26,2129,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,43,Car
120184100,418955,442015,1,2012-04-26,2035,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Serious,Male,21,Car
120184064,432715,436896,1,2012-04-27,55,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,50,Car
120184064,432715,436896,1,2012-04-27,55,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,46,Car
120184470,427000,440502,2,2012-04-27,900,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Car
120184982,428518,431683,2,2012-04-27,1407,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Car
120202506,429785,433674,1,2012-04-27,100,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,28,Taxi/Private hire car
120186424,439464,446167,2,2012-04-28,1412,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,51,Motorcycle over 500cc
120186424,439464,446167,2,2012-04-28,1412,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,48,Motorcycle over 500cc
120187611,434843,428540,2,2012-04-28,1337,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,52,Car
120193329,438827,427118,1,2012-04-28,2130,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,57,Taxi/Private hire car
120188271,426319,435587,3,2012-04-29,2215,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Serious,Female,20,Car
120189708,427578,425382,2,2012-04-30,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Pedal cycle
120190103,432712,426733,1,2012-04-30,2310,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,23,Car
120190443,422209,433898,1,2012-05-01,1525,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,13,Bus or coach (17 or more passenger seats)
120191103,431568,432630,2,2012-05-01,908,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,21,Car
120191108,434316,442325,2,2012-05-01,810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car
120191108,434316,442325,2,2012-05-01,810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,13,Car
120191108,434316,442325,2,2012-05-01,810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,9,Car
120191108,434316,442325,2,2012-05-01,810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car
120191281,428807,430442,2,2012-05-01,1700,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,44,Car
120191761,428316,429594,2,2012-05-01,1652,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,Bus or coach (17 or more passenger seats)
120192756,427439,426467,2,2012-05-01,2140,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,41,Pedal cycle
120193549,429705,432146,2,2012-05-01,1955,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,45,Car
