reference_number,easting,northing,number_of_vehicles,accident_date,time_24hr,1st_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,sex_of_casualty,age_of_casualty,type_of_vehicle
224209,430821,426514,3,2009-03-17,928,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
227409,433180,434013,2,2009-03-17,2240,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,62,Car
233909,420071,434138,2,2009-03-17,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41,Car
217009,426298,433230,2,2009-03-18,2110,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Motorcycle over 50cc and up to 125cc
225209,428062,435957,2,2009-03-18,1135,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,65,Pedal cycle
234109,438077,427405,2,2009-03-18,1245,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Car
234109,438077,427405,2,2009-03-18,1245,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Goods vehicle 3.5 tonnes mgw and under
214709,425040,433179,2,2009-03-19,1425,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,Car
218109,426621,428768,2,2009-03-19,1235,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Car
218609,429560,423127,1,2009-03-19,514,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver,Serious,Male,28,Car
218709,433008,435564,1,2009-03-19,33,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,31,Car
219009,430436,431155,2,2009-03-19,1552,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Motorcycle over 500cc
219509,435653,436500,2,2009-03-19,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
222909,429243,433843,2,2009-03-19,1650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,56,Car
222909,429243,433843,2,2009-03-19,1650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Pedal cycle
223309,434802,428891,2,2009-03-19,2205,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,23,Car
223309,434802,428891,2,2009-03-19,2205,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,44,Car
223309,434802,428891,2,2009-03-19,2205,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,22,Car
223909,431499,425082,4,2009-03-19,1605,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
223909,431499,425082,4,2009-03-19,1605,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
223909,431499,425082,4,2009-03-19,1605,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
283409,427164,433573,2,2009-03-19,1140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,31,Car
223709,423013,437656,2,2009-03-20,1312,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,17,Motorcycle over 125cc and up to 500cc
225009,430787,435294,2,2009-03-20,905,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,47,Pedal cycle
225109,425923,437955,1,2009-03-20,1855,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,28,Bus or coach (17 or more passenger seats)
227309,427896,436196,2,2009-03-20,1100,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Motorcycle over 50cc and up to 125cc
229109,431192,433709,2,2009-03-20,705,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,58,Car
222009,426057,436183,1,2009-03-21,1445,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,47,Bus or coach (17 or more passenger seats)
222609,427096,434808,2,2009-03-21,1325,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Car
224509,431524,434995,2,2009-03-21,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car
224509,431524,434995,2,2009-03-21,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
225709,442248,443245,1,2009-03-21,535,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Serious,Male,21,Car
235809,433357,428847,1,2009-03-21,505,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,22,Other Vehicle
235809,433357,428847,1,2009-03-21,505,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,22,Other Vehicle
224009,440131,432359,3,2009-03-22,1240,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Car
224009,440131,432359,3,2009-03-22,1240,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,65,Car
253709,429396,431351,2,2009-03-22,2050,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,41,Car
255909,430865,434188,2,2009-03-22,1445,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
256809,440588,448695,2,2009-03-22,1300,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,19,Motorcycle over 50cc and up to 125cc
231509,436441,434699,1,2009-03-23,1535,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,60,Car
228009,430090,431300,2,2009-03-24,1004,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Pedal cycle
237209,430232,436107,2,2009-03-24,1755,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Motorcycle over 500cc
234409,427942,426450,2,2009-03-25,1655,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,Car
234409,427942,426450,2,2009-03-25,1655,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,54,Car
236309,429057,433657,2,2009-03-25,1437,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,23,Bus or coach (17 or more passenger seats)
236309,429057,433657,2,2009-03-25,1437,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,45,Bus or coach (17 or more passenger seats)
236609,427946,436111,1,2009-03-25,1918,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,47,Car
237309,432027,435882,2,2009-03-25,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,Car
237309,432027,435882,2,2009-03-25,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,1,Car
237309,432027,435882,2,2009-03-25,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,16,Car
237309,432027,435882,2,2009-03-25,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,33,Car
237309,432027,435882,2,2009-03-25,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,44,Car
237509,430990,433469,1,2009-03-25,1305,A,Dry,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,32,Bus or coach (17 or more passenger seats)
241509,430851,434104,2,2009-03-25,1330,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Taxi/Private hire car
250409,428763,434065,4,2009-03-25,1813,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car
250409,428763,434065,4,2009-03-25,1813,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Minibus (8 – 16 passenger seats)
250409,428763,434065,4,2009-03-25,1813,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31,Car
261609,437515,433188,2,2009-03-25,735,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Car
236009,430013,430966,1,2009-03-26,1700,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,14,Car
236909,430027,433362,1,2009-03-26,1000,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Pedestrian,Slight,Male,44,Car
240909,431252,433804,2,2009-03-26,1845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51,Taxi/Private hire car
240909,431252,433804,2,2009-03-26,1845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,Taxi/Private hire car
240909,431252,433804,2,2009-03-26,1845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,6,Taxi/Private hire car
241709,439139,447070,2,2009-03-26,910,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car
242209,434621,441226,2,2009-03-26,1840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car
245209,428098,436386,2,2009-03-26,2350,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,18,Car
247109,424249,428209,2,2009-03-26,1730,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
247109,424249,428209,2,2009-03-26,1730,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,Car
247109,424249,428209,2,2009-03-26,1730,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Car
247109,424249,428209,2,2009-03-26,1730,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,Car
257109,420311,445745,2,2009-03-26,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,Car
344809,428777,435282,1,2009-03-26,820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,14,Car
344809,428777,435282,1,2009-03-26,820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,13,Car
237009,428096,434522,2,2009-03-27,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Pedal cycle
242009,436500,434035,3,2009-03-27,1020,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Female,75,Car
242009,436500,434035,3,2009-03-27,1020,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Female,49,Car
256709,426456,435795,1,2009-03-27,735,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car
257509,428469,435198,2,2009-03-27,1918,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36,Car
257509,428469,435198,2,2009-03-27,1918,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
258809,428913,434797,1,2009-03-27,2044,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,21,Car
258809,428913,434797,1,2009-03-27,2044,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,20,Car
241209,430205,431982,1,2009-03-28,930,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Bus or coach (17 or more passenger seats)
241409,430370,433485,1,2009-03-28,1344,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,14,Bus or coach (17 or more passenger seats)
244509,430537,433450,2,2009-03-28,225,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,30,Taxi/Private hire car
244509,430537,433450,2,2009-03-28,225,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,31,Taxi/Private hire car
245509,440422,447903,3,2009-03-28,1155,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,47,Car
245509,440422,447903,3,2009-03-28,1155,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,22,Car
245509,440422,447903,3,2009-03-28,1155,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,11,Car
245509,440422,447903,3,2009-03-28,1155,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,55,Car
250809,429908,436997,2,2009-03-28,1715,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Male,40,Car
250809,429908,436997,2,2009-03-28,1715,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Female,40,Car
250809,429908,436997,2,2009-03-28,1715,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Male,29,Car
250809,429908,436997,2,2009-03-28,1715,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Male,35,Car
244009,424551,433725,1,2009-03-29,130,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,46,Taxi/Private hire car
257809,426954,432284,1,2009-03-29,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,13,Car
264409,428403,424596,2,2009-03-29,400,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,33,Taxi/Private hire car
344909,433251,437527,2,2009-03-29,1602,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,17,Motorcycle over 125cc and up to 500cc
258309,437761,433087,1,2009-03-30,1355,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,60,Car
251509,435106,433513,1,2009-03-31,730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,40,Bus or coach (17 or more passenger seats)
253409,429691,433788,2,2009-03-31,1443,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,Pedal cycle
253509,427925,437242,2,2009-03-31,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,13,Pedal cycle
254009,426426,433925,1,2009-03-31,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,15,Motorcycle over 50cc and up to 125cc
257609,424643,433557,2,2009-03-31,1150,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Car
257609,424643,433557,2,2009-03-31,1150,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,68,Car
258009,428347,429533,2,2009-03-31,1600,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,12,Pedal cycle
